Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-22,11:07:41.000,24.36,4.06,30001,76,4.9,0.0,0,-12,11,-1022,7,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.060,24.36,4.06,10001,76,4.9,0.0,0,-12,11,-1024,7,1024,204,139,0,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:41.160,24.36,4.06,10001,76,4.9,0.0,0,-10,11,-1024,7,1024,204,139,0,0,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:41.260,24.36,4.06,20001,76,4.9,0.0,0,-10,11,-1022,7,1024,204,138,0,0,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.360,24.36,4.06,30005,72,4.9,0.0,0,-10,11,-1022,7,1024,204,139,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.460,24.36,4.06,30005,72,4.9,0.0,0,-12,11,-1022,7,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.560,24.36,4.06,10005,72,4.9,0.0,0,-12,11,-1022,7,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.660,24.36,4.06,10005,72,4.9,0.0,0,-12,11,-1022,7,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.760,24.36,4.06,30005,73,4.9,0.0,0,-12,11,-1022,6,1024,204,138,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.860,24.36,4.06,30005,73,4.9,0.0,0,-12,9,-1022,-20,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:41.960,24.36,4.06,10005,73,4.9,0.0,0,-12,9,-1022,-338,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2019-09-22,11:07:42.060,24.36,4.06,20005,73,4.9,0.0,0,-10,8,-1024,-318,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:42.160,24.36,4.06,30005,73,4.9,0.0,0,-10,8,-1024,-125,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:42.260,24.36,4.06,30005,73,4.9,0.0,0,-10,-6,-1024,6,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:42.360,24.36,4.06,10005,73,4.9,0.0,0,-10,1,-1024,-150,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-09-22,11:07:42.460,24.36,4.06,20005,73,4.9,0.0,0,-10,6,-1024,-152,1024,204,139,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
