Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-10-21,09:46:26.670,12.60,20002,94,5.1,4.20,-9,6,-823,6,827,204,-14,-472,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:26.700,12.60,20002,94,5.1,4.20,-9,6,-822,6,827,204,-14,-472,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:26.800,12.60,10002,94,5.1,4.20,-9,6,-822,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:26.900,12.60,30002,94,5.1,4.20,-9,6,-822,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.000,12.60,20002,94,5.1,4.20,-9,6,-822,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.100,12.60,10002,94,5.1,4.20,-7,6,-823,6,827,204,-14,-472,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.200,12.60,30002,94,5.1,4.20,-7,6,-823,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.300,12.60,20002,94,5.1,4.20,-9,6,-822,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.400,12.60,30002,94,5.1,4.20,-7,6,-823,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:27.500,12.60,20002,94,5.1,4.20,-7,6,-822,6,827,204,-14,-472,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000230,7.8
2018-10-21,09:46:30.010,12.60,30002,95,5.1,4.20,-9,6,-1024,6,827,204,-14,-473,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.100,12.60,20002,95,5.1,4.20,-9,6,-1024,6,827,204,-14,-473,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.200,12.60,10001,95,5.1,4.20,-9,6,-1024,6,827,204,-14,-473,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.300,12.60,30001,95,5.1,4.20,-9,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.400,12.60,20001,95,5.1,4.20,-9,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.500,12.60,30005,92,5.1,4.20,-7,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.600,12.60,30005,92,5.1,4.20,-9,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.700,12.60,20005,92,5.1,4.20,-7,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.800,12.60,10005,92,5.1,4.20,-7,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:30.900,12.60,20005,94,5.1,4.20,-7,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:31.000,12.60,10005,94,5.1,4.20,-7,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-10-21,09:46:31.100,12.60,30005,94,5.1,4.20,-9,6,-1024,6,827,204,-14,-472,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
