Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-10,02:08:06.310,24.36,4.06,30001,79,4.9,0.0,0,-9,9,-1024,4,-607,204,-117,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.340,24.36,4.06,30001,79,4.9,0.0,0,-9,9,-1024,4,-607,204,-117,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.440,24.36,4.06,10001,79,4.9,0.0,0,-9,9,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.540,24.36,4.06,10001,79,4.9,0.0,0,-9,9,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.640,24.36,4.06,20005,79,4.9,0.0,0,-9,9,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.740,24.36,4.06,30005,79,4.9,0.3,0,-9,9,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.840,24.36,4.06,30005,79,4.9,0.0,0,-9,8,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:06.940,24.36,4.06,10005,77,4.9,0.0,0,-9,9,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.040,24.36,4.06,20005,77,4.9,0.0,0,-9,8,-1024,3,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.140,24.36,4.06,30005,77,4.9,0.0,0,-9,8,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.240,24.36,4.06,30005,77,4.9,0.0,0,-9,8,-1024,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.340,24.36,4.06,10005,77,4.9,0.0,0,-7,9,-1024,4,-607,204,-117,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.440,24.36,4.06,20005,76,4.9,0.0,0,-9,11,-1024,-55,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-10-10,02:08:07.540,24.36,4.06,30005,76,4.9,0.0,0,-9,140,-933,3,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:07.640,24.36,4.06,10005,76,4.9,0.0,0,-10,164,-666,3,-607,204,-117,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:07.740,24.36,4.06,10005,76,4.9,0.0,0,-10,266,21,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:07.840,24.36,4.06,20005,78,4.9,0.0,0,-9,335,-727,4,-607,204,-116,0,0,-1024,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:07.940,24.36,4.06,30005,78,4.9,0.0,0,-43,295,-919,6,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.040,24.36,4.06,30005,78,4.9,0.0,0,-144,211,-463,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.140,24.35,4.05,10005,78,4.9,9.1,0,-104,188,-173,4,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.240,24.02,4.05,20005,78,4.9,9.1,0,-4,251,-236,3,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.340,24.02,4.00,30005,80,4.9,25.9,0,-6,277,-306,3,-607,204,-117,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.440,24.06,4.01,30005,80,4.9,0.0,0,-6,138,-263,-37,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.540,24.11,4.01,30005,80,4.9,14.4,0,-6,41,-354,-91,-607,204,-116,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-10-10,02:08:08.640,24.06,4.01,20005,80,4.9,14.4,0,-6,-49,-290,-113,-607,204,-117,0,0,-1024,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
