Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-11,01:19:19.120,25.06,4.17,10005,75,4.8,0.0,0,-12,8,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.150,25.06,4.17,10005,75,4.8,0.0,0,-12,8,-1024,7,-1024,204,-229,0,0,-6,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.250,25.06,4.18,10005,77,4.8,0.0,0,-13,9,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.370,25.07,4.17,20005,77,4.8,0.0,0,-12,8,-1024,7,-1024,204,-229,0,0,-6,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.480,25.07,4.17,30005,77,4.8,0.0,0,-12,9,-1024,7,-1024,204,-229,0,0,-6,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.580,25.06,4.17,10005,77,4.8,0.0,0,-13,9,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.680,25.06,4.17,10005,76,4.8,0.0,0,-13,9,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.810,25.06,4.17,30005,76,4.8,0.0,0,-13,8,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:19.910,25.06,4.17,30005,76,4.8,0.0,0,-12,9,-1024,7,-1024,204,-229,0,0,-3,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.080,25.06,4.17,10005,76,4.8,0.0,0,-13,9,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.200,25.05,4.17,20005,76,4.8,0.0,0,-12,8,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.300,25.05,4.17,30005,76,4.8,0.0,0,-12,8,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.440,25.04,4.17,10005,76,4.8,0.0,0,-12,9,-1024,7,-1024,204,-229,0,0,-4,-927,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.600,25.13,4.18,20005,75,4.8,0.0,0,-13,8,-1024,7,-1024,204,-230,0,0,-4,-928,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-10-11,01:19:20.720,25.12,4.18,20005,75,4.8,0.0,0,-12,9,-1024,7,-1024,204,-229,0,0,-4,-928,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
