Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-18,08:44:09.920,0.00,0.00,0.00,0.00,20005,4.03,0.0,0,98,5.1,12.10,-6,14,-1024,4,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:09.950,0.00,0.00,0.00,0.00,30005,4.03,0.0,0,98,5.1,12.10,-6,14,-1024,4,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.050,0.00,0.00,0.00,0.00,20005,4.03,0.0,0,98,5.1,12.10,-6,14,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.150,0.00,0.00,0.00,0.00,10005,4.03,0.0,0,98,5.1,12.10,-6,14,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.250,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,96,5.1,12.20,-6,14,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.350,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,96,5.1,12.20,-6,14,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.450,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,96,5.1,12.20,-6,12,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.550,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,96,5.1,12.20,-6,11,-1024,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-18,08:44:10.650,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,96,5.1,12.20,-6,-97,-997,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:10.750,0.00,0.00,0.00,0.00,30005,4.06,0.0,0,98,5.1,12.20,-6,-72,-816,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:10.850,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,98,5.1,12.20,-7,3,-566,3,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:10.950,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,98,5.1,12.20,-6,9,-509,-32,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.050,0.00,0.00,0.00,0.00,30005,4.06,0.0,0,98,5.1,12.20,-6,11,-458,-35,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.150,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,98,5.1,12.20,-6,-9,-388,-40,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.250,0.00,0.00,0.00,0.00,30005,4.06,0.0,0,98,5.1,12.20,-6,12,-366,0,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.350,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,98,5.1,12.20,-6,12,-349,1,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.450,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,98,5.1,12.20,-6,-26,-350,3,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.550,0.00,0.00,0.00,0.00,30005,4.06,0.0,0,98,5.1,12.20,-6,-149,-352,3,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.650,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,96,5.1,12.20,-6,-61,-354,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.750,0.00,0.00,0.00,0.00,10005,4.06,0.0,0,96,5.1,12.20,-6,4,-422,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.850,0.00,0.00,0.00,0.00,20005,4.06,0.0,0,96,5.1,12.20,-6,8,-420,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:11.950,0.00,0.00,0.00,0.00,10005,4.03,0.0,0,96,5.1,12.10,-6,11,-417,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.050,0.00,0.00,0.00,0.00,30005,4.03,0.0,0,96,5.1,12.10,-6,12,-414,6,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.150,0.00,0.00,0.00,0.00,20005,4.03,0.0,0,96,5.1,12.10,-6,12,-414,7,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.250,0.00,0.00,0.00,0.00,10005,4.03,0.0,0,96,5.1,12.10,40,-21,-412,27,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.350,0.00,0.00,0.00,0.00,30005,4.03,0.0,0,96,5.1,12.10,41,12,-346,74,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.450,0.00,0.00,0.00,0.00,10005,4.03,0.0,0,91,5.1,12.10,21,12,-341,76,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.550,0.00,0.00,0.00,0.00,30005,4.03,0.0,0,91,5.1,12.10,20,14,-339,35,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.650,0.00,0.00,0.00,0.00,20005,4.03,0.0,0,91,5.1,12.10,0,14,-365,13,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.750,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,91,5.1,12.00,-1,51,-415,9,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.850,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,91,5.1,12.00,-3,112,-452,7,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:12.950,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,92,5.1,12.00,-3,91,-449,6,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.050,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,92,5.1,12.00,-4,129,-427,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.150,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,92,5.1,12.00,-4,127,-388,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.250,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,92,5.1,12.00,-4,46,-382,4,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.350,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,98,5.1,12.00,-6,22,-381,4,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.450,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,98,5.1,12.00,-4,19,-382,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.550,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,98,5.1,12.00,-6,-44,-403,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.650,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,98,5.1,12.00,-4,-92,-409,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.750,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,98,5.1,12.00,-4,-75,-417,4,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.850,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,96,5.1,12.00,-4,-114,-419,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:13.950,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,96,5.1,12.00,-4,-117,-420,3,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.050,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,96,5.1,12.00,-4,11,-420,1,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.150,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,96,5.1,12.00,-4,51,-419,1,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.250,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,92,5.1,12.00,-6,54,-419,-18,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.350,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,92,5.1,12.00,-4,70,-417,-57,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.450,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,92,5.1,12.00,-6,14,-361,-10,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.550,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,92,5.1,12.00,-6,14,-341,-3,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.650,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,94,5.1,12.00,-6,14,-339,21,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.750,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,94,5.1,12.00,-6,14,-341,4,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.850,0.00,0.00,0.00,0.00,10005,4.00,0.0,0,94,5.1,12.00,-6,14,-382,4,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:14.950,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,94,5.1,12.00,-6,14,-387,-27,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.050,0.00,0.00,0.00,0.00,20005,4.00,0.0,0,94,5.1,12.00,-4,14,-390,-24,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.150,0.00,0.00,0.00,0.00,30005,4.00,0.0,0,96,5.1,12.00,-4,14,-390,-3,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.250,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,96,5.1,11.90,-4,14,-390,0,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.350,0.00,0.00,0.00,0.00,10005,3.96,0.0,0,96,5.1,11.90,-4,11,-390,1,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.450,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,96,5.1,11.90,-4,-15,-388,22,327,204,-8,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.550,0.00,0.00,0.00,0.00,10005,3.96,0.0,0,92,5.1,11.90,-6,-74,-388,39,327,204,-7,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.650,0.00,0.00,0.00,0.00,10005,3.96,0.0,0,92,5.1,11.90,-6,-1,-387,119,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.750,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,92,5.1,11.90,-6,4,-387,50,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.850,0.00,0.00,0.00,0.00,20005,3.96,0.0,0,92,5.1,11.90,-6,9,-388,32,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:15.950,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,92,5.1,11.90,-7,11,-388,9,327,204,-7,-520,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:16.050,0.00,0.00,0.00,0.00,20005,3.96,0.0,0,96,5.1,11.90,-6,12,-388,-15,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:16.150,0.00,0.00,0.00,0.00,10005,3.96,0.0,0,96,5.1,11.90,-6,16,-388,-52,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:16.250,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,96,5.1,11.90,-4,14,-388,3,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:16.350,0.00,0.00,0.00,0.00,20005,3.96,0.0,0,96,5.1,11.90,-6,14,-388,3,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-06-18,08:44:16.450,0.00,0.00,0.00,0.00,30005,3.96,0.0,0,99,5.1,11.90,-4,14,-388,-32,327,204,-8,-519,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
