Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-15,19:58:00.740,0.00,0.00,0.00,0.00,30001,4.10,0.0,0,94,5.1,12.30,-7,14,-1024,6,-117,204,64,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:00.780,0.00,0.00,0.00,0.00,30001,4.10,0.0,0,94,5.1,12.30,-7,14,-1024,6,-116,204,65,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:00.890,0.00,0.00,0.00,0.00,10001,4.10,0.0,0,95,5.1,12.30,-7,14,-1024,6,-117,204,64,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.030,0.00,0.00,0.00,0.00,20001,4.10,0.0,0,95,5.1,12.30,-7,14,-1024,4,-116,204,64,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.130,0.00,0.00,0.00,0.00,20001,4.10,0.0,0,95,5.1,12.30,-7,14,-1024,4,-117,204,64,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.230,0.00,0.00,0.00,0.00,30001,4.10,0.0,0,95,5.1,12.30,-9,14,-1024,4,-117,204,65,-1024,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.440,0.00,0.00,0.00,0.00,10001,4.10,0.0,0,94,5.1,12.30,-9,14,-1024,4,-117,204,65,-1024,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.540,0.00,0.00,0.00,0.00,20001,4.10,0.0,0,94,5.1,12.30,-9,14,-1024,4,-117,204,65,-1024,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.640,0.00,0.00,0.00,0.00,20001,4.10,0.0,0,94,5.1,12.30,-9,14,-1024,4,-117,204,65,-1024,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
2018-06-15,19:58:01.740,0.00,0.00,0.00,0.00,30001,4.10,0.0,0,95,5.1,12.30,-9,16,-1024,4,-116,204,65,-1024,-1020,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.2
