Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-10-28,11:21:06.970,12.50,10001,95,5.1,4.16,-9,8,-1024,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:06.990,12.50,10001,95,5.1,4.16,-10,8,-1024,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.100,12.50,20001,97,5.1,4.16,-9,8,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.200,12.50,20001,97,5.1,4.16,-10,8,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.300,12.50,30001,97,5.1,4.16,-10,8,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.400,12.50,30005,97,5.1,4.16,-10,8,-1024,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.500,12.50,10005,96,5.1,4.16,-9,8,-1024,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.600,12.50,30005,96,5.1,4.16,-9,8,-1024,7,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.700,12.50,20005,96,5.1,4.16,-9,8,-1024,6,-59,204,-19,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.800,12.50,10005,96,5.1,4.16,-9,6,-1024,6,-59,204,-19,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:07.900,12.50,30005,96,5.1,4.16,-9,8,-1024,7,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.000,12.50,10005,95,5.1,4.16,-9,6,-1024,6,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.110,12.50,10005,95,5.1,4.16,-9,8,-1024,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.210,12.50,20005,95,5.1,4.16,-9,8,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.310,12.50,10005,95,5.1,4.16,-9,8,-1024,6,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.410,12.50,30005,96,5.1,4.16,-10,6,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.510,12.50,20005,96,5.1,4.16,-10,8,-1024,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.610,12.50,10005,96,5.1,4.16,-10,8,-1024,6,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.710,12.50,30005,96,5.1,4.16,-10,8,-1024,7,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.810,12.50,20005,96,5.1,4.16,-9,6,-1024,6,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-10-28,11:21:08.910,12.50,30005,97,5.1,4.16,-9,8,-871,6,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.010,12.50,20005,97,5.1,4.16,-9,8,-892,7,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.110,12.50,30005,97,5.1,4.16,-9,8,-925,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.210,12.50,30005,97,5.1,4.16,-10,6,-925,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.310,12.50,20005,92,5.1,4.16,-10,6,-925,7,-59,204,-19,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.410,12.50,10005,92,5.1,4.16,-10,6,-925,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.510,12.50,30005,92,5.1,4.16,-10,6,-923,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.610,12.50,20005,92,5.1,4.16,-10,6,-923,6,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
2018-10-28,11:21:09.710,12.50,30005,94,5.1,4.16,-10,6,-900,7,-59,204,-19,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.2
