Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-12-15,17:46:54.850,12.60,20002,80,5.1,4.20,-15,8,-1024,12,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:54.870,12.60,30002,80,5.1,4.20,-15,8,-1024,12,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:54.970,12.60,20002,80,5.1,4.20,-15,8,-1024,12,215,204,-17,9,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.070,12.60,10001,80,5.1,4.20,-15,8,-1024,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.170,12.60,10001,80,5.1,4.20,-15,8,-1024,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.270,12.60,10005,80,5.1,4.20,-15,8,-1024,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.370,12.60,10005,80,5.1,4.20,-15,8,-1024,12,215,204,-17,9,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.470,12.60,30005,80,5.1,4.20,-15,8,-1024,12,215,204,-17,9,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.570,12.60,10005,80,5.1,4.20,-15,8,-1024,12,216,204,-17,9,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.670,12.60,30005,79,5.1,4.20,-15,9,-1024,-247,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.770,12.60,20005,79,5.1,4.20,-15,8,-1024,-439,215,204,-17,10,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.870,12.60,10005,79,5.1,4.20,-15,8,-1024,-441,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:55.970,12.60,30005,79,5.1,4.20,-15,8,-1024,-391,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:56.070,12.60,10005,83,5.1,4.20,-15,8,-1024,-334,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-12-15,17:46:56.180,12.60,20005,83,5.1,4.20,-16,-55,-725,-332,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.280,12.60,20005,83,5.1,4.20,-16,6,-620,-174,215,204,-17,9,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.380,12.60,10005,83,5.1,4.20,-18,8,-517,-110,215,204,-17,9,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.480,12.60,30005,84,5.1,4.20,-18,11,-350,-27,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.580,12.60,20005,84,5.1,4.20,-18,9,-323,-26,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.690,12.60,10005,84,5.1,4.20,-38,-106,-323,-135,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.830,12.60,10005,84,5.1,4.20,-15,-3,-460,-83,215,204,-17,10,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:56.930,12.60,20005,86,5.1,4.20,-15,1,-460,-46,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.030,12.60,10005,86,5.1,4.20,-15,4,-533,9,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.130,12.60,30005,86,5.1,4.20,-13,6,-535,45,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.230,12.60,10005,86,5.1,4.20,-13,25,-503,82,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.330,12.60,10005,86,5.1,4.20,-13,75,-511,85,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.430,12.60,20005,84,5.1,4.20,-13,188,-515,106,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.530,12.50,10005,84,5.1,4.16,-15,185,-520,61,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.630,12.50,10005,84,5.1,4.16,-16,138,-430,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.730,12.50,20005,84,5.1,4.16,-16,117,-430,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.830,12.50,30005,84,5.1,4.16,-16,122,-430,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:57.930,12.50,30005,84,5.1,4.16,-15,74,-430,12,215,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
2018-12-15,17:46:58.030,12.50,20005,84,5.1,4.16,-15,11,-431,12,216,204,-17,10,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.3
