Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-14,06:44:26.410,-10,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:26.430,-10,11,-1024,7,-1024,204,0,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:26.530,-9,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:26.630,-10,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:26.820,-9,11,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:26.920,-10,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:29.490,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:29.560,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:29.660,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:44:29.760,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-14,06:45:31.430,-3,11,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:31.570,-4,11,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:31.670,-4,11,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:31.770,-6,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:31.870,-6,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.020,-7,11,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.120,-9,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.220,-9,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.320,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.420,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.560,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.670,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.770,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:32.910,-7,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.010,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.120,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.220,-9,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.360,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.460,-9,12,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.570,-9,11,-1024,9,-1024,204,0,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.670,-9,11,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.810,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:33.910,-9,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.020,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.120,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.260,-9,11,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.360,-9,11,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.470,-10,14,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.570,-9,48,-1024,7,-1024,204,0,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.710,-9,16,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.810,-9,290,-1024,10,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:34.920,-9,462,-1024,10,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.020,-9,166,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.160,-9,14,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.260,-9,12,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.370,-9,12,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.470,-9,12,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.610,-9,209,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.710,-9,351,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.820,-9,14,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:35.920,-9,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.060,-9,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.160,-9,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.270,-9,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.370,-10,12,-1024,9,-1024,204,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.510,-10,12,-1024,9,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.3
2019-09-14,06:45:36.610,-9,12,-1024,7,-1024,204,-1,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.3
