Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-15,14:26:59.780,-10,11,-1024,9,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:26:59.810,-10,11,-1024,9,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:26:59.910,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.010,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.110,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.210,-10,11,-1024,7,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.310,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.410,-9,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.510,-10,11,-1024,7,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.610,-9,11,-1024,7,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.710,-9,11,-1024,7,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.810,-9,11,-1024,9,-263,204,-1,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:00.910,-9,11,-1024,7,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.010,-9,9,-1024,7,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.110,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.210,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.310,-10,11,-1024,9,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.410,-12,33,-1024,53,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.510,-10,14,-1024,70,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.610,-10,12,-1024,65,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.710,-10,40,-1024,81,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,8.0
2019-09-15,14:27:01.810,-12,222,-290,120,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:01.910,-10,241,46,85,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.010,-9,245,69,128,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.110,-9,204,50,18,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.210,-7,109,-260,-172,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.310,-53,-10,-571,-498,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.410,-153,9,-290,-483,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.510,-70,6,-103,-332,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.610,117,8,-49,181,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.710,254,9,-323,542,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.810,365,11,-261,548,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:02.910,410,-9,-77,583,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.010,312,-115,110,232,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.110,96,-121,-26,-211,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.210,0,-21,-288,-121,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.310,-115,-26,27,-195,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.410,-115,-53,-84,-264,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.510,-81,-16,-233,-205,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.610,-41,4,-233,3,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.710,-21,8,-269,44,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.810,-7,8,-269,99,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:03.910,-24,8,-303,7,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.010,-61,8,42,-76,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.110,43,9,21,45,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.210,187,9,-112,134,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.310,207,9,-111,129,-263,204,-1,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.410,241,9,-69,132,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.510,247,4,-73,152,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.610,252,4,-136,171,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.710,269,3,-133,178,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.810,274,3,-133,200,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:04.910,329,-74,-131,238,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:05.010,374,-129,-128,255,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:05.110,376,-149,-109,200,-263,204,-1,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:05.210,286,-149,-238,88,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:05.310,294,-157,-103,120,-263,204,0,0,0,52,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
2019-09-15,14:27:05.410,337,-152,-103,171,-263,204,0,0,0,51,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.0
