Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-07-17,22:29:14.110,-7,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.140,-7,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.240,-7,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.340,-9,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.480,-9,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.670,-10,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.850,-10,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:14.950,-10,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:15.060,-9,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:15.160,-9,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
2019-07-17,22:29:15.260,-9,14,-1024,6,-1024,204,1024,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.2
