Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-12-24,10:14:07.460,-13,8,-1024,12,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.480,-15,8,-1024,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.580,-15,8,-1024,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.680,-15,8,-1024,10,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.780,-15,8,-1024,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.880,-15,8,-1024,12,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:07.980,-15,8,-1024,10,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.7
2018-12-24,10:14:08.080,-15,8,-1000,10,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.180,-135,8,-917,12,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.280,-20,6,-916,12,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.380,-16,8,-914,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.480,7,8,-914,10,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.580,-12,8,-914,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.680,-36,8,-914,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.780,-26,8,-914,10,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.880,-20,8,-914,304,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:08.980,-18,9,-914,13,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.080,-15,9,-914,-119,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.180,-15,9,-916,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.280,-15,9,-916,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.380,-15,11,-916,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.480,-16,49,-914,12,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.580,-15,30,-896,12,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.680,-15,12,-733,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.780,-16,11,-517,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.880,-15,29,-339,48,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:09.980,-15,90,-295,53,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.080,-16,132,-293,50,-339,204,-1,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.180,-18,153,-295,55,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.280,-16,129,-292,12,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.380,-18,111,-288,12,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.480,-24,130,-288,12,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.580,-24,87,-263,65,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.680,-26,11,-180,87,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.780,-38,-44,-139,62,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.880,-123,-1,-119,13,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:10.980,-267,3,-139,-74,-339,204,-2,0,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.080,-323,-64,-212,-296,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.180,-323,-4,-268,-332,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.280,-343,1,-271,-278,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.380,-172,46,-11,-133,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.480,-172,22,-4,-9,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.580,-178,19,-101,9,-339,204,-2,0,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.680,-97,62,-150,9,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.780,-18,80,-214,25,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.880,-15,87,-214,100,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:11.980,94,83,-109,200,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.080,244,83,-107,408,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.180,269,83,-107,426,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.280,223,62,-85,424,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.380,181,20,36,362,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.480,92,16,311,149,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.580,114,-3,269,19,-339,204,-1,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.680,74,-143,-193,-321,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.780,66,-112,-254,-343,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.880,109,-94,-230,-340,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:12.980,116,0,-95,-79,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:13.080,97,41,-38,9,-339,204,-2,-1,-980,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:13.180,75,45,-31,25,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:13.280,37,101,-144,114,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
2018-12-24,10:14:13.380,57,140,-193,97,-339,204,-2,-1,-978,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.7
