Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-22,19:44:09.860,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:09.890,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.010,-6,12,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.110,-7,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.210,-7,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.310,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.410,-6,12,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.510,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.610,-6,12,-1024,4,-667,-205,-2,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.710,-6,14,-1024,4,-667,-205,-2,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.810,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:10.910,-6,12,-1024,4,-667,-205,-2,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.010,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.110,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.210,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.310,-7,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.410,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.510,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.610,-6,14,-1024,4,-667,-205,-2,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.710,-6,14,-1024,4,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.810,-6,12,-1024,6,-667,-205,-2,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
2018-06-22,19:44:11.910,-6,14,-1024,6,-667,-205,-1,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000020,8.0
