Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-06-02,10:34:06.280,25.23,4.20,30002,89,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.330,25.23,4.20,10001,89,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.470,25.24,4.20,20001,89,4.8,0.0,0,-15,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.570,25.24,4.20,20001,89,4.8,0.0,0,-15,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.670,25.23,4.20,30001,89,4.8,0.0,0,-15,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.770,25.23,4.20,10001,89,4.8,0.0,0,-15,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.870,25.23,4.20,20001,89,4.8,0.0,0,-15,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:06.970,25.23,4.20,20001,89,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.070,25.23,4.20,30005,89,4.8,0.0,0,-13,95,-1024,9,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.170,25.23,4.20,10005,89,4.8,0.0,0,-13,235,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.270,25.23,4.20,10005,89,4.8,0.0,0,-13,337,-1024,9,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.370,25.22,4.20,20005,89,4.8,0.0,0,-15,295,-1024,9,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.480,25.22,4.20,30005,88,4.8,0.0,0,-13,153,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.620,25.21,4.20,10005,88,4.8,0.0,0,-13,16,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.720,25.21,4.20,20005,88,4.8,0.0,0,-15,309,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.820,25.20,4.20,20005,88,4.8,1.1,0,-15,167,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:07.920,25.18,4.19,30005,89,4.8,0.2,0,-15,14,-1024,9,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:08.050,25.19,4.19,10005,89,4.8,0.2,0,-13,14,-1024,9,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:53.350,25.16,4.19,10001,64,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:53.430,25.16,4.19,10001,64,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-06-02,10:34:53.530,25.15,4.19,20001,64,4.8,0.0,0,-13,14,-1024,10,1024,204,1024,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
