Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-29,00:13:36.280,-10,9,-1024,7,-1024,204,-117,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.310,-10,9,-1024,7,-1024,204,-117,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.410,-10,11,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.510,-10,11,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.630,-12,9,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.810,-10,11,-1024,7,-1024,204,-118,0,0,953,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:36.990,-9,11,-1024,7,-1024,204,-118,0,0,953,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:37.090,-10,11,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:37.200,-9,11,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:37.300,-9,9,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:37.400,-10,11,-1024,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2019-09-29,00:13:37.500,-13,11,-482,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2019-09-29,00:13:37.600,-12,11,-455,7,-1024,204,-118,0,0,954,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
