Date,Time,VFAS(V),Curr(A),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-02,10:55:19.610,16.60,1.0,12,0.00,0.00,0.00,0.00,20001,4.15,71,4.9,-7,12,-1024,7,740,204,62,-843,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:19.690,16.60,1.0,12,0.00,0.00,0.00,0.00,30001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:19.790,16.60,1.0,12,0.00,0.00,0.00,0.00,30001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:19.890,16.60,1.0,12,0.00,0.00,0.00,0.00,10001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:19.990,16.60,0.8,12,0.00,0.00,0.00,0.00,10001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.090,16.60,0.9,12,0.00,0.00,0.00,0.00,20001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.190,16.60,0.9,12,0.00,0.00,0.00,0.00,30001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.290,16.60,1.0,12,0.00,0.00,0.00,0.00,30001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.390,16.60,1.0,12,0.00,0.00,0.00,0.00,10001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.490,16.60,1.1,12,0.00,0.00,0.00,0.00,20001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.590,16.60,1.2,13,0.00,0.00,0.00,0.00,20001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-843,-936,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.690,16.60,1.2,13,0.00,0.00,0.00,0.00,30001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.790,16.60,1.1,13,0.00,0.00,0.00,0.00,30001,4.15,71,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.890,16.60,1.0,13,0.00,0.00,0.00,0.00,10001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-843,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:20.990,16.60,1.0,13,0.00,0.00,0.00,0.00,20001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-843,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
2018-06-02,10:55:21.100,16.60,1.0,13,0.00,0.00,0.00,0.00,20001,4.15,68,4.9,-7,14,-1024,7,740,204,62,-842,-938,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.9
