Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-12-07,00:40:02.610,-15,8,-1011,10,-890,204,-18,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:02.630,-15,8,-1011,10,-890,204,-18,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:02.730,-15,8,-1011,10,-891,204,-18,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:02.830,-13,8,-1009,9,-890,204,-19,17,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:02.930,-13,8,-1009,10,-891,204,-19,17,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.030,-13,8,-1009,10,-891,204,-19,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.130,-13,8,-1009,10,-891,204,-19,17,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.230,-13,8,-1011,9,-890,204,-19,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.330,-13,8,-1011,10,-891,204,-18,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.430,-15,8,-1011,9,-890,204,-19,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.530,-15,8,-1009,9,-891,204,-19,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.630,-13,8,-1009,9,-890,204,-18,16,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
2018-12-07,00:40:03.730,-15,8,-1009,9,-890,204,-18,17,-995,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,8.2
