Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-10-25,21:08:49.810,12.60,10002,96,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:49.840,12.60,10002,96,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.050,12.60,30001,96,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.150,12.60,20005,96,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.250,12.60,30005,95,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.350,12.60,20005,95,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.450,12.60,10005,95,5.1,4.20,-9,6,-1024,7,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.550,12.60,20005,95,5.1,4.20,-9,6,-1024,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.650,12.60,10005,93,5.1,4.20,-9,6,-1024,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.750,12.60,30005,93,5.1,4.20,-9,6,-1024,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-25,21:08:50.850,12.60,30005,93,5.1,4.20,-27,6,-871,6,-301,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:50.950,12.60,10005,93,5.1,4.20,-29,6,-849,7,-300,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.050,12.60,30005,93,5.1,4.20,-46,82,-782,6,-301,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.150,12.60,20005,94,5.1,4.20,-30,106,-781,6,-300,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.250,12.60,10005,94,5.1,4.20,-12,8,-777,6,-301,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.350,12.60,30005,94,5.1,4.20,-10,8,-777,7,-301,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.450,12.60,10005,94,5.1,4.20,-9,6,-777,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.550,12.60,30005,93,5.1,4.20,-9,25,-776,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.650,12.60,20005,93,5.1,4.20,-10,67,-776,-13,-300,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.750,12.60,10005,93,5.1,4.20,-9,14,-776,-66,-300,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.850,12.60,30005,93,5.1,4.20,-10,11,-776,0,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:51.950,12.60,20005,93,5.1,4.20,-9,8,-776,3,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.050,12.60,30005,94,5.1,4.20,-9,27,-776,4,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.150,12.60,20005,94,5.1,4.20,-10,133,-776,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.250,12.60,20005,94,5.1,4.20,-10,114,-733,6,-300,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.350,12.60,30005,94,5.1,4.20,-12,46,-731,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.450,12.60,20005,91,5.1,4.20,-10,45,-731,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.550,12.50,10005,91,5.1,4.16,-10,41,-731,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.650,12.50,30005,91,5.1,4.16,-10,24,-730,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.750,12.50,20005,91,5.1,4.16,-12,29,-684,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.850,12.50,30005,90,5.1,4.16,-10,9,-684,6,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:52.950,12.50,20005,90,5.1,4.16,-10,9,-685,7,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.050,12.50,10005,90,5.1,4.16,-10,8,-685,6,-300,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.150,12.50,30005,90,5.1,4.16,-10,8,-685,6,-300,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.250,12.50,10005,90,5.1,4.16,-10,8,-684,6,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.350,12.50,30005,93,5.1,4.16,-12,8,-630,3,-300,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.450,12.50,20005,93,5.1,4.16,-50,6,-608,-17,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.550,12.50,20005,93,5.1,4.16,-95,6,-520,-24,-300,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.650,12.50,30005,93,5.1,4.16,-95,8,-520,-29,-301,204,-23,-1,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.750,12.50,20005,96,5.1,4.16,-72,6,-520,-57,-301,204,-23,0,990,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.850,12.50,10005,96,5.1,4.16,-67,6,-523,-80,-301,204,-23,0,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-25,21:08:53.950,12.50,30005,96,5.1,4.16,-46,-1,-522,-125,-301,204,-23,-1,992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
