Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-10-22,21:26:15.600,12.60,10002,101,5.1,4.20,-9,6,-1024,7,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:15.640,12.60,10002,101,5.1,4.20,-9,6,-1024,7,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:15.740,12.60,30001,101,5.1,4.20,-9,6,-1024,7,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:15.840,12.60,20001,101,5.1,4.20,-10,6,-1024,7,-617,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:15.940,12.60,30001,101,5.1,4.20,-10,4,-1024,9,-618,204,-14,8,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.040,12.60,20005,101,5.1,4.20,-9,4,-1024,9,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.140,12.60,10005,101,5.1,4.20,-9,6,-1024,9,-618,204,-14,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.240,12.60,10005,101,5.1,4.20,-9,6,-1024,7,-618,204,-14,7,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.340,12.60,20005,100,5.1,4.20,-9,6,-1024,7,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.440,12.60,10005,100,5.1,4.20,-9,6,-1024,7,-618,204,-13,7,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-10-22,21:26:16.540,12.60,30005,100,5.1,4.20,-252,4,-727,9,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:16.640,12.60,20005,100,5.1,4.20,-15,4,-879,7,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:16.760,12.60,10005,101,5.1,4.20,-12,87,-884,7,-618,204,-13,7,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:16.860,12.60,30005,101,5.1,4.20,-10,282,-884,7,-618,204,-13,8,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:16.960,12.60,20005,101,5.1,4.20,-10,161,-884,-15,-618,204,-13,8,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:17.060,12.60,10005,101,5.1,4.20,-10,95,-884,-59,-618,204,-13,7,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:17.160,12.60,20005,101,5.1,4.20,-9,96,-884,-10,-618,204,-13,7,431,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:17.260,12.60,10005,101,5.1,4.20,-10,53,-668,6,-618,204,-14,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-10-22,21:26:17.360,12.60,20005,101,5.1,4.20,-10,12,-396,6,-618,204,-13,7,432,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
