Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-12-05,20:43:30.160,12.50,10002,88,5.1,4.16,-12,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.180,12.50,20002,88,5.1,4.16,-12,8,-1024,10,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.280,12.50,30001,88,5.1,4.16,-12,8,-1024,10,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.380,12.50,20001,88,5.1,4.16,-12,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.480,12.50,30005,88,5.1,4.16,-13,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.580,12.50,30005,88,5.1,4.16,-12,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.680,12.50,20005,88,5.1,4.16,-13,8,-1024,10,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.780,12.50,30005,85,5.1,4.16,-12,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.880,12.50,20005,85,5.1,4.16,-12,8,-1024,10,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:30.980,12.50,10005,85,5.1,4.16,-166,8,-1024,55,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2018-12-05,20:43:31.080,12.50,30005,85,5.1,4.16,-258,9,-922,207,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.180,12.50,10005,87,5.1,4.16,-221,46,-908,275,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.280,12.50,30005,87,5.1,4.16,-97,85,-909,209,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.380,12.50,20005,87,5.1,4.16,-10,82,-958,19,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.490,12.50,10005,87,5.1,4.16,-12,87,-960,-43,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.590,12.50,30005,84,5.1,4.16,-12,64,-958,-102,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.690,12.50,20005,84,5.1,4.16,-12,67,-958,-37,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.790,12.50,10005,84,5.1,4.16,-12,49,-922,-1,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.890,12.50,30005,84,5.1,4.16,-12,51,-922,-20,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:31.990,12.50,20005,84,5.1,4.16,-12,69,-874,-21,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.090,12.50,30005,84,5.1,4.16,4,62,-706,3,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.190,12.50,20005,84,5.1,4.16,40,20,-522,6,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.290,12.50,10005,84,5.1,4.16,63,14,-425,9,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.390,12.50,30005,84,5.1,4.16,61,53,-422,9,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.490,12.50,20005,82,5.1,4.16,82,75,-422,-7,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.590,12.50,10005,82,5.1,4.16,40,14,-422,0,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.690,12.50,30005,82,5.1,4.16,18,-29,-485,35,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.790,12.50,20005,82,5.1,4.16,60,-26,-487,29,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.890,12.50,30005,82,5.1,4.16,99,8,-444,106,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:32.990,12.50,20005,84,5.1,4.16,154,6,-311,183,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.090,12.50,10005,84,5.1,4.16,175,3,-290,201,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.190,12.50,30005,84,5.1,4.16,195,4,-288,142,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.290,12.50,20005,84,5.1,4.16,247,1,-290,319,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.390,12.50,20005,85,5.1,4.16,306,-33,-290,430,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.490,12.40,20005,85,5.1,4.13,326,-33,-311,434,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.590,12.40,10005,85,5.1,4.13,323,-37,-333,360,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.690,12.40,30005,85,5.1,4.13,300,-55,-333,74,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.790,12.40,20005,86,5.1,4.13,278,-46,-419,-365,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.890,12.40,10005,86,5.1,4.13,223,-46,-423,-397,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:33.990,12.40,30005,86,5.1,4.13,140,-24,-347,-316,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.090,12.40,20005,86,5.1,4.13,119,-3,-285,-111,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.190,12.40,30005,86,5.1,4.13,92,1,-269,93,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.290,12.40,20005,81,5.1,4.13,114,1,-373,207,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.390,12.30,10005,81,5.1,4.10,128,4,-422,243,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.490,12.30,30005,81,5.1,4.10,148,6,-463,293,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.590,12.30,20005,81,5.1,4.10,167,3,-468,354,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.690,12.30,30005,76,5.1,4.10,130,0,-349,200,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.790,12.30,20005,76,5.1,4.10,89,-23,-347,143,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.890,12.30,10005,76,5.1,4.10,69,-26,-419,123,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:34.990,12.30,30005,76,5.1,4.10,49,-3,-488,16,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.090,12.30,20005,76,5.1,4.10,68,-3,-471,-21,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.190,12.20,10005,75,5.1,4.10,66,0,-331,-21,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.290,12.20,30005,75,5.1,4.06,89,-40,-330,24,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.390,12.20,20005,75,5.1,4.06,92,-47,-352,70,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.490,12.20,30005,75,5.1,4.06,-16,-29,-449,-205,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.590,12.20,10005,71,5.1,4.06,-163,-64,-468,-495,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.690,12.20,30005,71,5.1,4.06,-267,-43,-312,-456,1024,204,-19,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.790,12.20,30005,71,5.1,4.06,-92,-1,-196,-153,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.890,12.20,10005,71,5.1,4.06,119,3,-241,189,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:35.990,12.20,10005,71,5.1,4.06,247,6,-277,493,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.090,12.20,30005,71,5.1,4.06,348,8,-355,531,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.190,12.20,20005,71,5.1,4.06,376,9,-379,539,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.290,12.10,30005,71,5.1,4.03,413,8,-377,518,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.390,12.10,20005,71,5.1,4.03,453,-98,-339,479,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.490,12.10,30005,74,5.1,4.03,475,-161,-301,475,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.590,12.10,20005,74,5.1,4.03,432,-217,-277,319,1024,204,-18,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.690,12.10,20005,74,5.1,4.03,432,-282,-271,259,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.790,12.10,20005,74,5.1,4.03,412,-277,-265,230,1024,204,-18,-1,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.890,12.10,20005,72,5.1,4.03,185,-232,-487,-222,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:36.990,12.10,10005,72,5.1,4.03,164,-302,-482,-330,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:37.090,12.10,30005,72,5.1,4.03,164,-200,-358,-20,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2018-12-05,20:43:37.190,12.10,20005,72,5.1,4.03,167,-118,-355,84,1024,204,-19,0,-1005,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
