Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-10,15:19:17.880,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,-572,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:17.910,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.010,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.110,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.210,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.310,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.410,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.510,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:18.610,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
2018-06-10,15:19:18.710,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
2018-06-10,15:19:18.820,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
2018-06-10,15:19:18.920,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
2018-06-10,15:19:19.060,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,-572,204,62,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.160,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,-572,204,62,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.270,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-572,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.370,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,-559,204,62,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.510,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,98,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.610,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,12,-1024,6,160,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.720,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,279,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.820,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,583,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:19.960,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,587,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.060,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,589,204,62,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.170,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.270,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,590,204,61,-302,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.410,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,101,5.1,12.50,-9,14,-1024,6,590,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.510,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,101,5.1,12.50,-9,14,-1024,6,590,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.620,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,101,5.1,12.50,-9,14,-1024,6,590,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.720,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,101,5.1,12.50,-9,14,-1024,7,590,204,61,-304,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.860,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:20.960,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.070,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,-9,14,-1024,7,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.170,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,715,20,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.310,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,102,5.1,12.50,1024,17,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.410,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,1024,16,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.520,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,102,5.1,12.50,1024,16,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.620,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,1024,16,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.7
2018-06-10,15:19:21.760,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,1024,14,-1024,6,590,204,61,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
2018-06-10,15:19:21.860,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,102,5.1,12.50,1024,14,-1024,6,590,204,62,-304,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.7
