Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-07,07:54:38.890,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,94,5.1,12.50,-6,14,-1024,7,-29,204,61,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:38.970,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,94,5.1,12.50,-6,14,-1024,7,-28,204,62,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.080,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,94,5.1,12.50,-6,14,-1024,9,-28,204,61,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.180,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,95,5.1,12.50,-6,14,-1024,7,-29,204,62,5,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.280,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,95,5.1,12.50,-6,14,-1024,7,-28,204,62,5,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.380,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,95,5.1,12.50,-6,14,-1024,7,-29,204,62,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.480,0.00,0.00,0.00,0.00,20001,4.16,0.0,0,95,5.1,12.50,-6,14,-1024,7,-29,204,61,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.580,0.00,0.00,0.00,0.00,30001,4.16,0.0,0,93,5.1,12.50,-6,14,-1024,7,-29,204,61,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.680,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,93,5.1,12.50,-6,14,-1024,7,-29,204,62,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
2018-06-07,07:54:39.780,0.00,0.00,0.00,0.00,10001,4.16,0.0,0,93,5.1,12.50,-6,14,-1024,7,-29,204,62,4,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.8
