Date,Time,VFAS(V),Curr(A),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-05-26,10:04:35.790,16.50,0.8,84,0.00,0.00,0.00,0.00,20001,4.12,76,4.9,-10,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:35.890,16.50,0.8,84,0.00,0.00,0.00,0.00,30001,4.12,76,4.9,-9,14,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:35.990,16.50,0.8,84,0.00,0.00,0.00,0.00,10001,4.15,76,4.9,-9,14,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.090,16.60,0.9,84,0.00,0.00,0.00,0.00,10001,4.15,77,4.9,-9,14,-1024,7,-738,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.190,16.60,0.9,84,0.00,0.00,0.00,0.00,20001,4.15,77,4.9,-10,14,-1024,9,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.290,16.60,0.9,84,0.00,0.00,0.00,0.00,30001,4.15,77,4.9,-9,14,-1024,7,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.390,16.60,0.9,84,0.00,0.00,0.00,0.00,30001,4.15,77,4.9,-9,14,-1024,7,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.490,16.60,0.9,84,0.00,0.00,0.00,0.00,10001,4.15,77,4.9,-9,12,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.590,16.60,0.8,84,0.00,0.00,0.00,0.00,10001,4.15,76,4.9,-9,12,-1024,7,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.690,16.60,0.8,84,0.00,0.00,0.00,0.00,20001,4.15,76,4.9,-9,12,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.790,16.60,0.8,84,0.00,0.00,0.00,0.00,30001,4.15,76,4.9,-9,12,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.890,16.60,0.9,84,0.00,0.00,0.00,0.00,30001,4.15,76,4.9,-9,12,-1024,7,-739,204,-14,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:36.990,16.60,0.9,84,0.00,0.00,0.00,0.00,10001,4.15,76,4.9,-9,12,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.090,16.60,0.9,84,0.00,0.00,0.00,0.00,20001,4.15,76,4.9,-9,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.190,16.60,1.1,84,0.00,0.00,0.00,0.00,20001,4.15,76,4.9,-9,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.290,16.60,1.1,84,0.00,0.00,0.00,0.00,30001,4.15,76,4.9,-10,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.390,16.60,1.1,84,0.00,0.00,0.00,0.00,30001,4.15,76,4.9,-9,14,-1024,7,-738,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.490,16.50,0.9,84,0.00,0.00,0.00,0.00,10001,4.12,76,4.9,-9,12,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.590,16.50,0.9,84,0.00,0.00,0.00,0.00,20001,4.12,76,4.9,-9,12,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.690,16.50,1.0,84,0.00,0.00,0.00,0.00,20001,4.12,76,4.9,-9,12,-1024,7,-739,204,-14,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.790,16.50,1.0,84,0.00,0.00,0.00,0.00,30001,4.12,76,4.9,-9,14,-1024,9,-739,204,-14,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.890,16.50,1.0,84,0.00,0.00,0.00,0.00,30001,4.12,77,4.9,-9,12,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:37.990,16.50,0.9,84,0.00,0.00,0.00,0.00,10001,4.12,77,4.9,-9,14,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.090,16.50,0.9,84,0.00,0.00,0.00,0.00,20001,4.12,77,4.9,-9,14,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.190,16.50,1.0,84,0.00,0.00,0.00,0.00,20001,4.12,77,4.9,-9,14,-1024,7,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.290,16.50,1.0,84,0.00,0.00,0.00,0.00,30001,4.12,78,4.9,-9,12,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.390,16.50,0.9,84,0.00,0.00,0.00,0.00,10001,4.12,78,4.9,-9,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.490,16.50,0.9,84,0.00,0.00,0.00,0.00,10001,4.12,78,4.9,-9,14,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.590,16.60,0.9,84,0.00,0.00,0.00,0.00,20001,4.15,78,4.9,-9,12,-1024,9,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.690,16.60,0.9,84,0.00,0.00,0.00,0.00,20001,4.15,78,4.9,-9,14,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.790,16.60,1.0,84,0.00,0.00,0.00,0.00,30001,4.15,77,4.9,-9,12,-1024,7,-738,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.890,16.60,1.0,85,0.00,0.00,0.00,0.00,10001,4.15,77,4.9,-9,12,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:38.990,16.60,0.9,85,0.00,0.00,0.00,0.00,10001,4.15,77,4.9,-9,14,-1024,9,-739,204,-14,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.090,16.60,0.8,85,0.00,0.00,0.00,0.00,20001,4.15,77,4.9,-9,14,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.190,16.60,0.8,85,0.00,0.00,0.00,0.00,20001,4.15,78,4.9,-9,12,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.290,16.60,0.9,85,0.00,0.00,0.00,0.00,30001,4.15,78,4.9,-9,14,-1024,9,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.390,16.60,0.9,85,0.00,0.00,0.00,0.00,10001,4.15,78,4.9,-9,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.490,16.60,0.8,85,0.00,0.00,0.00,0.00,10001,4.15,78,4.9,-9,14,-1024,7,-738,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.590,16.60,0.9,85,0.00,0.00,0.00,0.00,20001,4.15,78,4.9,-9,14,-1024,7,-739,204,-14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.690,16.60,0.9,85,0.00,0.00,0.00,0.00,30001,4.15,78,4.9,-10,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.790,16.60,1.2,85,0.00,0.00,0.00,0.00,30001,4.15,78,4.9,-9,12,-1024,7,-738,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.890,16.60,1.2,85,0.00,0.00,0.00,0.00,10001,4.15,78,4.9,-9,14,-1024,7,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-05-26,10:04:39.990,16.60,1.2,85,0.00,0.00,0.00,0.00,10001,4.15,78,4.9,-9,12,-1024,9,-739,204,-13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
