Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-12-15,10:10:26.160,-15,8,-1024,10,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.180,-15,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.280,-15,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.380,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.480,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.580,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.680,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.780,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.880,-13,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:26.980,-15,8,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:27.080,-15,6,-1024,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000020,7.5
2018-12-15,10:10:27.180,-15,4,-1012,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.280,-43,6,-736,59,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.380,-21,8,-733,84,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.480,-18,9,-733,21,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.580,-16,9,-733,16,-696,204,-17,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.680,-13,9,-731,13,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.780,-15,30,-730,13,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.880,-15,33,-609,12,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:27.980,-30,54,-417,12,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.080,-33,58,-322,12,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.180,-16,99,-282,16,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.280,-15,103,-220,55,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.380,-16,99,-200,16,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.480,-15,182,-219,15,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.580,-15,198,-160,51,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.680,-15,137,-100,151,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.780,-15,41,-82,10,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.880,-69,-95,-209,-433,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:28.980,-112,-6,-107,-189,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.080,-9,58,-104,255,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.180,-9,66,-88,394,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.280,-9,67,-90,236,-696,204,-17,-1,-992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.380,-10,11,-93,-35,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.480,-12,9,-155,-200,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.580,-12,9,-182,-107,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.680,9,9,-217,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.780,221,9,-236,10,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.880,243,8,-217,29,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:29.980,224,8,-169,29,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.080,123,8,-71,47,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.180,102,8,-22,85,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.280,82,8,44,100,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.380,88,8,43,77,-696,204,-18,-1,-992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.480,105,9,0,18,-696,204,-18,-1,-992,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.580,80,67,-22,103,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.680,75,16,-22,21,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.780,52,12,2,16,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.880,-1,9,57,10,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:30.980,-1,9,38,9,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.080,-4,9,-26,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.180,-6,12,-131,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.280,-9,12,-134,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.380,-9,12,-153,10,-696,204,-18,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.480,-7,11,-155,10,-696,204,-17,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.580,-4,9,-155,9,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.680,17,9,-106,9,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.780,23,8,-46,10,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.880,26,9,-23,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:31.980,27,9,-26,10,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:32.080,66,14,-74,67,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:32.180,71,22,-90,90,-696,204,-18,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:32.280,75,24,-90,88,-696,204,-17,-1,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
2018-12-15,10:10:32.380,77,20,-90,85,-696,204,-17,0,-993,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.5
