Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-13,00:48:18.960,24.36,4.06,20002,98,4.9,0.0,0,-10,9,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2019-10-13,00:48:48.660,24.36,4.06,10002,95,4.9,0.0,0,-10,11,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:48.730,24.36,4.06,20002,95,4.9,0.0,0,-10,11,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:48.850,24.36,4.06,30002,95,4.9,0.0,0,-10,11,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:48.960,24.36,4.06,10001,95,4.9,0.0,0,-10,9,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:49.070,24.36,4.06,10001,92,4.9,0.0,0,-10,11,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:49.170,24.36,4.06,20001,92,4.9,0.0,0,-10,11,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:49.270,24.36,4.06,30005,92,4.9,0.0,0,-9,9,-1024,7,-1024,204,-1024,0,0,-6,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:48:49.370,24.36,4.06,10005,92,4.9,0.0,0,-10,9,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.410,24.36,4.06,10002,72,4.9,0.0,0,-12,9,-1024,7,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.480,24.36,4.06,10002,72,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.590,24.36,4.06,20002,72,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.690,24.36,4.06,30001,74,4.9,0.0,0,-12,9,-1024,9,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.790,24.36,4.06,10005,74,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.890,24.36,4.06,10005,74,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:54.990,24.36,4.06,20005,74,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:55.090,24.36,4.06,20005,73,4.9,0.0,0,-10,9,-1024,9,-1024,204,-1024,0,0,57,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2019-10-13,00:52:55.190,24.36,4.06,30005,73,4.9,0.0,0,-12,9,-1024,7,-1024,204,-1024,0,0,57,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
