Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-03,21:54:55.760,-7,8,-1024,12,-1024,1023,-2,0,0,-1024,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:56.250,0,8,-1024,13,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:56.750,-16,8,-1024,13,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:57.250,-18,8,-1024,13,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:57.750,-16,246,-1024,-27,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:58.250,-18,8,-1024,12,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:58.750,-18,8,-1024,12,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:59.250,-16,1,-1024,12,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:54:59.750,-18,11,-1024,15,-1024,1023,-2,0,0,-1024,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:55:00.250,-15,9,-1024,12,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:55:00.750,-18,9,-1024,12,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
2020-02-03,21:55:01.250,-16,9,-1024,13,-1024,1023,-2,0,0,-1024,1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.3
