Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-11,13:24:17.130,103,-16,8,-1024,12,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-12-11,13:24:17.620,103,-16,8,-1024,12,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-12-11,13:24:18.120,103,-16,8,-1024,12,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-12-11,13:24:18.620,102,-16,8,-1024,10,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-12-11,13:24:19.120,96,-214,95,-595,-128,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:19.620,86,-20,11,-560,305,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:20.120,85,498,-256,-93,305,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:20.620,89,92,8,-281,-24,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:21.120,89,-398,-129,-341,-503,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:21.620,67,-346,-135,-420,467,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:22.120,94,-33,3,-454,16,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:22.620,81,-166,6,-473,-161,-575,-205,-1,0,0,-200,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:23.120,78,-306,-33,-346,-217,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:23.620,79,-38,4,-485,264,-575,-205,-2,0,0,-200,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:24.120,67,-206,6,-417,13,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:24.620,81,-424,-191,-314,-214,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:25.120,72,-301,-72,-358,-242,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:25.620,77,88,12,-422,496,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:26.120,77,404,-146,-339,398,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:26.620,80,-109,-100,-630,-537,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:27.120,75,170,-61,-115,328,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:27.620,79,-144,0,-569,-386,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:28.120,92,74,0,-268,18,-575,-205,-1,0,0,-200,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:28.620,96,314,-21,-169,244,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:29.120,98,494,-185,-360,443,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:29.620,105,353,-215,-282,160,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:30.120,86,396,-194,-209,391,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:30.620,94,309,-181,-334,142,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:31.120,92,305,-215,-217,105,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:31.620,89,343,-158,-258,270,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:32.120,93,470,6,-382,498,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:32.620,102,275,-248,-61,77,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:33.120,94,-7,4,-307,-169,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:33.620,96,374,-174,-215,554,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:34.120,81,-33,-154,-520,-633,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:34.620,67,494,-57,-271,626,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:35.120,85,336,-299,-131,35,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:35.620,88,401,3,-350,346,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:36.120,72,351,-198,201,298,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:36.620,91,-549,-192,-133,-326,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:37.120,98,-100,8,-187,-225,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:37.620,93,-210,-23,-369,-197,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:38.120,107,-441,-262,-104,-438,-575,-205,-1,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:38.620,98,26,-141,-342,333,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:39.120,75,-1,-98,-107,249,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:39.620,86,-130,6,-314,-127,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:40.120,83,-4,8,-312,296,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:40.620,85,-348,8,-406,-338,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:41.120,84,-295,-77,-46,-125,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:41.620,70,3,75,-227,168,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-12-11,13:24:42.120,76,-546,-138,-192,-494,-575,-205,-2,0,0,-200,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
